학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000003402,신탄진초등학교,초등학교,1908-09-01,공립,본교,운영,대전광역시 대덕구 석봉동 308-7,대전광역시 대덕구 석봉로3번길 50 (석봉동. 신탄진초등학교),7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2022-10-06,36.44898499,127.4225035,2023-03-22
B000002008,서울영림초등학교,초등학교,1982-10-04,공립,본교,운영,서울특별시 영등포구 대림동 993-16,서울특별시 영등포구 시흥대로173길 14 . 서울영림초등학교 (대림동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.48734601,126.9025393,2023-03-22
B000002469,서천초등학교,초등학교,1985-03-01,공립,본교,운영,부산광역시 사하구 감천동 506-1,부산광역시 사하구 감천로105번길 10 (감천동. 서천초등학교),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2022-10-06,35.08874156,129.0038498,2023-03-22
B000002848,대구관천초등학교,초등학교,1993-09-01,공립,본교,운영,대구광역시 북구 태전동 999-2,대구광역시 북구 구암로22길 17 (태전동. 대구관천초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2022-10-06,35.93053458,128.5520401,2023-03-22
B000003352,산내초등학교,초등학교,1920-06-20,공립,본교,운영,대전광역시 동구 낭월동 632,대전광역시 동구 산내로 1292 (낭월동. 산내초등학교),7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2022-10-06,36.27979819,127.470066,2023-03-22
B000002125,서울평화초등학교,초등학교,1992-10-21,공립,본교,운영,서울특별시 송파구 가락동 106,서울특별시 송파구 송파대로26길 22 . 서울평화초등학교 (가락동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.49156712,127.1228237,2023-03-22
B000003362,대전성남초등학교,초등학교,1952-04-15,공립,본교,운영,대전광역시 동구 성남동 193-5,대전광역시 동구 성남로32번길 5 (성남동. 대전성남초등학교),7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2022-10-06,36.34394433,127.4293687,2023-03-22
B000003292,진남초등학교,초등학교,2007-11-26,공립,본교,운영,광주광역시 남구 노대동 732,광주광역시 남구 효우로60번길 12 (노대동. 진남초등학교),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2022-10-06,35.10912722,126.9024721,2023-03-22
B000008068,의귀초등학교,초등학교,1959-02-20,공립,본교,운영,제주특별자치도 서귀포시 남원읍 의귀리 1483-3,제주특별자치도 서귀포시 남원읍 한신로 213 (남원읍. 의귀초등학교),9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2022-10-06,33.31111895,126.714628,2023-03-22
B000002721,기장초등학교,초등학교,1911-07-01,공립,본교,운영,부산광역시 기장군 기장읍 동부리 320,부산광역시 기장군 기장읍 읍내로 69 (기장읍. 기장초등학교),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2022-10-06,35.24577217,129.2127656,2023-03-22
B000007661,칠산초등학교,초등학교,1945-03-01,공립,본교,운영,경상남도 김해시 화목동 773-1,경상남도 김해시 칠산로413번길 16-2 (화목동. 칠산초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2022-10-06,35.21001649,128.8515415,2023-03-22
B000007938,북상초등학교,초등학교,1928-07-01,공립,본교,운영,경상남도 거창군 북상면 갈계리 1439-1,경상남도 거창군 북상면 송계로 731-18 (북상면. 북상초등학교),9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2022-10-06,35.78009585,127.8170386,2023-03-22
B000002754,대구아양초등학교,초등학교,1958-04-07,공립,본교,운영,대구광역시 동구 신암동 1463,대구광역시 동구 아양로 221 (신암동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.88746268,128.6374338,2023-03-22
B000002213,서울양동초등학교,초등학교,1972-08-11,공립,본교,운영,서울특별시 양천구 신정동 941,서울특별시 양천구 오목로23길 24 (신정동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.52584826,126.8512402,2023-03-22
B000002653,서감초등학교,초등학교,1984-03-30,공립,본교,운영,부산광역시 사상구 감전동 122-1,부산광역시 사상구 괘감로 64 . 서감초등학교 (감전동),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2022-10-06,35.15782029,128.9820602,2023-03-22
B000003396,대전대화초등학교,초등학교,1982-10-18,공립,본교,운영,대전광역시 대덕구 대화동 244-5,대전광역시 대덕구 대화로 242-36 . 대전대화초등학교 (대화동),7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2022-10-06,36.36269221,127.4113441,2023-03-22
B000003430,가수원초등학교,초등학교,1946-10-26,공립,본교,운영,대전광역시 서구 가수원동 732-3,대전광역시 서구 벌곡로 1359 (가수원동. 가수원초등학교),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.30239371,127.3530021,2023-03-22
B000001876,서울중화초등학교,초등학교,1946-11-07,공립,본교,운영,서울특별시 중랑구 신내동 531,서울특별시 중랑구 신내로7가길 22 . 서울중화초등학교 (신내동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.60292163,127.094065,2023-03-22
B000003476,대전하기초등학교,초등학교,2005-03-01,공립,본교,운영,대전광역시 유성구 하기동 514,대전광역시 유성구 송림로19번길 32 (하기동)대전하기초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.38863145,127.321529,2023-03-22
B000002058,서울상월초등학교,초등학교,1990-05-29,공립,본교,운영,서울특별시 노원구 상계동 697,서울특별시 노원구 동일로221길 27 (상계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.65865224,127.05698,2023-03-22
B000001868,서울중목초등학교,초등학교,1997-11-04,공립,본교,운영,서울특별시 중랑구 면목동 180-5,서울특별시 중랑구 동일로 665 . 서울중목초등학교 (면목동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.59008735,127.0793361,2023-03-22
B000005742,연봉초등학교,초등학교,1946-09-01,공립,본교,운영,세종특별자치시 연서면 봉암리 210-2,세종특별자치시 연서면 당산로 357-1 (연서면. 연봉초등학교),9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2022-10-06,36.56445274,127.2820714,2023-03-22
B000005745,연남초등학교,초등학교,1908-04-01,공립,본교,운영,세종특별자치시 연기면 연기리 397,세종특별자치시 연기면 연기길 2 (연기면. 연남초등학교),9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2022-10-06,36.54388083,127.277847,2023-03-22
B000005744,수왕초등학교,초등학교,1970-04-07,공립,본교,운영,세종특별자치시 연기면 눌왕리 324,세종특별자치시 연기면 눌왕길 8-45 (연기면. 수왕초등학교),9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2022-10-06,36.54347359,127.2522261,2023-03-22
B000007846,좌삼초등학교,초등학교,1946-09-20,공립,본교,운영,경상남도 양산시 상북면 좌삼리 493,경상남도 양산시 상북면 수서로 275-16 (상북면. 좌삼초등학교),9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2022-10-06,35.44102579,129.0434678,2023-03-22
B000007805,유어초등학교,초등학교,1926-10-01,공립,본교,운영,경상남도 창녕군 유어면 부곡리 481,경상남도 창녕군 유어면 마수원길 39 (유어면. 유어초등학교),9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2022-10-06,35.50944637,128.4110124,2023-03-22
B000002310,서울동작초등학교,초등학교,1983-04-06,공립,본교,운영,서울특별시 동작구 사당동 산9-1,서울특별시 동작구 동작대로29길 214 . 서울동작초등학교 (사당동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.49410161,126.9765088,2023-03-22
B000002198,서울갈산초등학교,초등학교,1988-03-01,공립,본교,운영,서울특별시 양천구 신정동 330-10,서울특별시 양천구 목동로 31 (신정동.서울갈산초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.51237156,126.8702299,2023-03-22
B000002049,서울태랑초등학교,초등학교,2001-06-11,공립,본교,운영,서울특별시 노원구 공릉동 116,서울특별시 노원구 화랑로51나길 31 . 서울태랑초등학교 (공릉동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.62878266,127.0889915,2023-03-22
B000002065,서울한천초등학교,초등학교,1984-05-07,공립,본교,운영,서울특별시 노원구 월계동 3-7,서울특별시 노원구 마들로 45 . 서울한천초등학교 (월계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.62070936,127.0692435,2023-03-22
B000002467,괴정초등학교,초등학교,1969-10-23,공립,본교,운영,부산광역시 사하구 괴정동 230,부산광역시 사하구 낙동대로 152 (괴정동. 괴정초등학교),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2022-10-06,35.10376396,128.9997579,2023-03-22
B000003436,대전관저초등학교,초등학교,1997-10-02,공립,본교,운영,대전광역시 서구 관저동 992,대전광역시 서구 관저동로 161 (관저동. 관저초등학교),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.30655924,127.3399115,2023-03-22
B000026788,대구국우초등학교,초등학교,2022-03-01,공립,본교,운영,대구광역시 북구 국우동 129,대구광역시 북구 도남중앙로10길 45 (국우동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2022-10-06,35.95579156,128.5856952,2023-03-22
B000007725,무안초등학교,초등학교,1921-04-21,공립,본교,운영,경상남도 밀양시 무안면 무안리 927-1,경상남도 밀양시 무안면 사명로 531 (무안면. 무안초등학교),9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2013-11-29,2022-10-06,35.4729283,128.651293,2023-03-22
B000005015,맹방초등학교,초등학교,1946-12-12,공립,본교,운영,강원도 삼척시 근덕면 상맹방리 171-2,강원도 삼척시 근덕면 삼척로 3884-4 (근덕면),7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2022-10-06,37.39852676,129.2127768,2023-03-22
B000002295,서울신구초등학교,초등학교,1981-11-03,공립,본교,운영,서울특별시 강남구 신사동 550-11,서울특별시 강남구 압구정로18길 28 (신사동.신구초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.52336057,127.0239924,2023-03-22
B000007934,거창초등학교,초등학교,1907-06-01,공립,본교,운영,경상남도 거창군 거창읍 중앙리 311,경상남도 거창군 거창읍 아림로 48 (거창읍. 거창초등학교),9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2022-10-06,35.6875316,127.9100892,2023-03-22
B000003295,유안초등학교,초등학교,1991-03-01,공립,본교,운영,광주광역시 남구 봉선동 124,광주광역시 남구 봉선로175번길 16 (봉선동.유안초등학교),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2022-10-06,35.1254854,126.9146862,2023-03-22
B000001877,서울봉화초등학교,초등학교,1996-09-19,공립,본교,운영,서울특별시 중랑구 신내동 655,서울특별시 중랑구 신내로15길 110 (신내동.봉화초등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.61357623,127.0924085,2023-03-22
B000002770,영신초등학교,초등학교,1965-03-10,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32 (봉무동.영신초등학교),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.92000422,128.646424,2023-03-22
B000005687,서령초등학교,초등학교,1948-09-01,공립,본교,운영,충청남도 서산시 죽성동 77-2,충청남도 서산시 남부순환로 749 (죽성동. 서령초등학교),8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2022-10-06,36.74421665,126.4470036,2023-03-22
B000002202,서울양원초등학교,초등학교,1991-05-06,공립,본교,운영,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16 (신월동.서울양원초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.53821733,126.8231052,2023-03-22
B000002433,보수초등학교,초등학교,1953-07-09,공립,본교,운영,부산광역시 중구 보수동1가 50-1,부산광역시 중구 흑교로 74 (보수동1가),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2022-10-06,35.10607215,129.024219,2023-03-22
B000002850,대구태전초등학교,초등학교,1994-03-01,공립,본교,운영,대구광역시 북구 태전동 957,대구광역시 북구 칠곡중앙대로75길 16 (태전동. 대구태전초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2022-10-06,35.93024595,128.5460016,2023-03-22
B000003499,성안초등학교,초등학교,1962-03-01,공립,본교,운영,울산광역시 중구 성안동 797-1,울산광역시 중구 함월14길 19 (성안동. 성안초등학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2022-10-06,35.57656119,129.3124344,2023-03-22
B000005840,합천초등학교,초등학교,1970-03-01,공립,본교,운영,충청남도 청양군 화성면 산정리 243,충청남도 청양군 화성면 무한로 88 (화성면),8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2022-10-06,36.42586476,126.7146112,2023-03-22
B000002773,대구동문초등학교,초등학교,1982-12-06,공립,본교,운영,대구광역시 수성구 만촌동 262,대구광역시 수성구 효행로2길 111 (만촌동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.87481761,128.6524258,2023-03-22
B000005003,상평초등학교현서분교장,초등학교,1942-09-20,공립,분교,운영,강원도 양양군 서면 서림리 74-1,강원도 양양군 서면 구룡령로 2115 (서면),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2022-10-06,37.98772697,128.529879,2023-03-22
B000025605,일광초등학교,초등학교,2020-03-01,공립,본교,운영,부산광역시 기장군 일광읍 삼성리 295-4,부산광역시 기장군 일광읍 해빛로 46 (일광읍),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2022-10-19,35.26805964,129.2229034,2023-03-22
B000004857,춘천삼육초등학교,초등학교,1955-04-01,사립,본교,운영,강원도 춘천시 동면 장학리 568-1,강원도 춘천시 동면 방죽길 56-10 (동면),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2022-10-06,37.91159681,127.75432,2023-03-22
B000002594,거제초등학교,초등학교,1946-06-01,공립,본교,운영,부산광역시 연제구 거제동 676-152,부산광역시 연제구 해맞이로 39 (거제동.거제초등학교),7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2022-10-06,35.17807396,129.0675717,2023-03-22
B000001873,서울상봉초등학교,초등학교,1983-10-25,공립,본교,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11 . 서울상봉초등학교 (상봉동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.59797895,127.0831714,2023-03-22
B000002069,서울원광초등학교,초등학교,1992-04-30,공립,본교,운영,서울특별시 노원구 중계동 359,서울특별시 노원구 덕릉로76길 18 (중계동.원광초등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.65431092,127.0749142,2023-03-22
B000002068,서울월계초등학교,초등학교,1993-05-06,공립,본교,운영,서울특별시 노원구 월계동 561,서울특별시 노원구 월계로45가길 10 (월계동.월계초등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.62762424,127.0501876,2023-03-22
B000003451,대전신계초등학교,초등학교,2005-09-01,공립,본교,운영,대전광역시 서구 복수동 452,대전광역시 서구 복수동로 26 (복수동. 신계초등학교),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.30195202,127.3780278,2023-03-22
B000005014,근덕초등학교,초등학교,1922-05-17,공립,본교,운영,강원도 삼척시 근덕면 교가리 1124-2,강원도 삼척시 근덕면 삼척로 3653 . 근덕초등학교(근덕면),7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2022-10-06,37.38041685,129.2248653,2023-03-22
B000003181,송해초등학교,초등학교,1933-10-06,공립,본교,운영,인천광역시 강화군 송해면 솔정리 640,인천광역시 강화군 송해면 전망대로 93-12 (송해면. 송해초등학교),7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2022-10-06,37.7694551,126.4610541,2023-03-22
B000002823,대구서변초등학교조야분교장,초등학교,1984-09-28,공립,분교,운영,대구광역시 북구 조야동 102-1,대구광역시 북구 조야로8길 16 (조야동. 대구조야초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2023-01-17,35.90971918,128.577048,2023-03-22
B000002580,남산초등학교,초등학교,1987-03-01,공립,본교,운영,부산광역시 금정구 남산동 59-2,부산광역시 금정구 금강로 614 (남산동. 남산초등학교),7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2022-10-06,35.26214065,129.0891842,2023-03-22
B000025289,서울송례초등학교,초등학교,2014-03-03,공립,본교,운영,서울특별시 송파구 장지동 898,서울특별시 송파구 위례순환로 439 (장지동. 서울송례초등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.4778913,127.1384402,2023-03-22
B000004276,광명광성초등학교,초등학교,1987-11-16,공립,본교,운영,경기도 광명시 철산동 243,경기도 광명시 철산로 59 . 광명광성초등학교 (철산동),7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2022-10-06,37.47885028,126.873071,2023-03-22
B000002791,대구범일초등학교,초등학교,1992-07-25,공립,본교,운영,대구광역시 수성구 범물동 1364,대구광역시 수성구 범안로4길 22 (범물동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.81631646,128.6388284,2023-03-22
B000002789,대구복명초등학교,초등학교,1926-04-10,공립,본교,운영,대구광역시 수성구 범물동 1293,대구광역시 수성구 범안로20길 8 (범물동. 복명초등학교),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.8176268,128.6472131,2023-03-22
B000005919,안중초등학교,초등학교,1948-02-24,공립,본교,운영,충청남도 태안군 안면읍 중장리 653,충청남도 태안군 안면읍 율포길 31 (안면읍),8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2022-10-06,36.47401169,126.3722967,2023-03-22
B000003415,대전중원초등학교,초등학교,1991-04-06,공립,본교,운영,대전광역시 대덕구 중리동 371-5,대전광역시 대덕구 중리로64번길 45 (중리동),7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2022-10-06,36.3658142,127.4280277,2023-03-22
B000025444,용아초등학교,초등학교,2020-09-01,공립,본교,운영,충청북도 청주시 상당구 용암동 236-6,충청북도 청주시 상당구 중고개로142번길 32-15 (용암동. 용아초등학교),8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2022-10-06,36.61822602,127.5219428,2023-03-22
B000004967,통리초등학교,초등학교,1959-04-06,공립,본교,운영,강원도 태백시 통동 69-8,강원도 태백시 통골2길 9 (통동),7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2022-10-06,37.16673527,129.0354652,2023-03-22
B000004990,상평초등학교,초등학교,1934-10-10,공립,본교,운영,강원도 양양군 서면 상평리 18,강원도 양양군 서면 물윗구미길 25 (서면),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2022-10-06,38.07341515,128.5859389,2023-03-22
B000002306,서울강남초등학교,초등학교,1945-11-02,공립,본교,운영,서울특별시 동작구 상도1동 501-1,서울특별시 동작구 강남초등길 15 (상도1동. 강남초등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.50619275,126.9533591,2023-03-22
B000007684,계동초등학교,초등학교,2002-09-02,공립,본교,운영,경상남도 김해시 대청동 333-1,경상남도 김해시 계동로 96 (대청동. 계동초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2022-10-06,35.1847881,128.7956854,2023-03-22
B000007699,안명초등학교,초등학교,1948-03-25,공립,본교,운영,경상남도 김해시 한림면 안하리 346-1,경상남도 김해시 한림면 안하로 28 (한림면),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2022-10-06,35.30441614,128.82801,2023-03-22
B000003484,대전배울초등학교,초등학교,2006-03-01,공립,본교,운영,대전광역시 유성구 관평동 663,대전광역시 유성구 배울2로 8 (관평동. 대전배울초등학교),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.4219077,127.3841459,2023-03-22
B000005004,상평초등학교공수전분교장,초등학교,1946-05-25,공립,분교,운영,강원도 양양군 서면 공수전리 31-6,강원도 양양군 서면 구룡령로 2855 (서면),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2022-10-06,38.0417294,128.557252,2023-03-22
B000005098,옥동초등학교,초등학교,1925-10-01,공립,본교,운영,강원도 영월군 김삿갓면 옥동리 429,강원도 영월군 김삿갓면 영월동로 1679 (김삿갓면. 옥동초등학교),7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2022-10-06,37.1304806,128.5698387,2023-03-22
B000004270,광명남초등학교,초등학교,1975-03-05,공립,본교,운영,경기도 광명시 광명동 295-58,경기도 광명시 광명로 866-9 . 광명남초등학교 (광명동. 광명남초등학교),7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2022-10-06,37.47512708,126.8537024,2023-03-22
B000004274,광명동초등학교,초등학교,1983-05-18,공립,본교,운영,경기도 광명시 철산동 78-4,경기도 광명시 연서일로 25 (철산동. 광명동초등학교),7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2022-10-06,37.48395181,126.8633963,2023-03-22
B000002460,청학초등학교,초등학교,1954-06-20,공립,본교,운영,부산광역시 영도구 청학동 412-3,부산광역시 영도구 청학로 49 . 청학초등학교 (청학동),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2022-10-06,35.09320176,129.0595039,2023-03-22
B000003459,대전교촌초등학교,초등학교,2007-03-01,공립,본교,운영,대전광역시 유성구 교촌동 618,대전광역시 유성구 진잠로149번길 42 (교촌동.대전교촌초등학교),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.30602189,127.3167705,2023-03-22
B000002738,대구명덕초등학교,초등학교,1940-04-05,공립,본교,운영,대구광역시 중구 남산동 2113,대구광역시 중구 남산로2길 125 (남산동.명덕초등학교),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.85754073,128.5890267,2023-03-22
B000003174,양도초등학교,초등학교,1918-04-01,공립,본교,운영,인천광역시 강화군 양도면 삼흥리 288,인천광역시 강화군 양도면 강화남로 1036 (양도면. 양도초등학교),7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2022-10-06,37.68897162,126.4193695,2023-03-22
B000004087,서해초등학교,초등학교,1996-11-01,공립,본교,운영,경기도 시흥시 정왕동 1867-2,경기도 시흥시 정왕대로53번길 14 (정왕동. 서해초등학교),7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2022-10-06,37.35612237,126.7251312,2023-03-22
B000008031,고산초등학교,초등학교,1945-05-01,공립,본교,운영,제주특별자치도 제주시 한경면 고산리 2684-1,제주특별자치도 제주시 한경면 고산로1길 16 (한경면. 고산초등학교),9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2022-10-06,33.30452697,126.1768735,2023-03-22
B000025226,인천송일초등학교,초등학교,2015-09-01,공립,본교,운영,인천광역시 연수구 송도동 107,인천광역시 연수구 컨벤시아대로252번길 15 . 인천송일초등학교 (송도동),7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2022-10-06,37.38418802,126.635135,2023-03-22
B000025193,인천만월초등학교,초등학교,1989-03-01,공립,본교,운영,인천광역시 남동구 구월동 1521,인천광역시 남동구 선수촌로 28 (구월동),7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2022-10-06,37.44180662,126.7155208,2023-03-22
B000002256,서울원촌초등학교,초등학교,1979-09-01,공립,본교,운영,서울특별시 서초구 반포동 21,서울특별시 서초구 사평대로45길 26 (반포동.서울원촌초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.50618948,127.0125656,2023-03-22
B000002849,대구태암초등학교,초등학교,2000-03-01,공립,본교,운영,대구광역시 북구 태전동 1076-8,대구광역시 북구 칠곡중앙대로52길 56 (태전동.대구태암초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2022-10-06,35.92308728,128.5505021,2023-03-22
B000003409,신탄진용정초등학교,초등학교,1979-10-02,공립,본교,운영,대전광역시 대덕구 신탄진동 50,대전광역시 대덕구 대청로 65 . 신탄진용정초등학교 (신탄진동),7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2022-10-06,36.45422272,127.4360305,2023-03-22
B000002749,대구서촌초등학교,초등학교,1942-05-04,공립,본교,운영,대구광역시 동구 중대동 1082-1,대구광역시 동구 파계로 525-11 (중대동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.98040487,128.6317462,2023-03-22
B000003071,인천성리초등학교,초등학교,1999-03-01,공립,본교,운영,인천광역시 남동구 구월동 1487,인천광역시 남동구 성리로 32-2 (구월동. 성리초등학교),7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2022-10-06,37.4457368,126.7099273,2023-03-22
B000005287,수곡초등학교,초등학교,1995-03-02,공립,본교,운영,충청북도 청주시 서원구 수곡동 779,충청북도 청주시 서원구 수곡로 73 (수곡동. 수곡초등학교),8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2022-10-06,36.61836437,127.4711256,2023-03-22
B000002841,대구칠곡초등학교,초등학교,1912-04-01,공립,본교,운영,대구광역시 북구 읍내동 794,대구광역시 북구 칠곡중앙대로110길 5 (읍내동.칠곡초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2022-10-06,35.94517087,128.5517244,2023-03-22
B000005089,봉래초등학교,초등학교,1946-05-20,공립,본교,운영,강원도 영월군 영월읍 덕포리 557,강원도 영월군 영월읍 중앙로 168-17 (영월읍. 봉래초등학교),7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2022-10-06,37.17711747,128.4749781,2023-03-22
B000002129,서울가원초등학교,초등학교,1989-03-01,공립,본교,운영,서울특별시 송파구 문정동 150-10,서울특별시 송파구 중대로4길 8 (문정동. 가원초등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.48944215,127.1110274,2023-03-22
B000003548,울산중앙초등학교,초등학교,1972-03-11,공립,본교,운영,울산광역시 남구 신정동 592-2,울산광역시 남구 돋질로91번길 34 (신정동. 울산중앙초등학교),7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2022-10-06,35.54114344,129.3155287,2023-03-22
