학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000004948,왕산초등학교,초등학교,1936-09-25,공립,본교,운영,강원도 강릉시 왕산면 도마리 595,강원도 강릉시 왕산면 백두대간로 2011-8 . 왕산초등학교 (왕산면),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2022-10-06,37.67359898,128.8368585,2023-03-22
B000024674,화성청계초등학교,초등학교,2015-04-08,공립,본교,운영,경기도 화성시 청계동 518,경기도 화성시 동탄대로시범길 39 (청계동),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2022-10-06,37.199192,127.1021055,2023-03-22
B000002672,학장초등학교,초등학교,1950-05-10,공립,본교,운영,부산광역시 사상구 학장동 242-1,부산광역시 사상구 대동로 205 (학장동),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2022-10-06,35.14614928,128.9845724,2023-03-22
B000003915,이호초등학교,초등학교,1997-05-06,공립,본교,운영,경기도 안산시 상록구 본오동 958,경기도 안산시 상록구 고목로3길 44 . 이호초등학교 (본오동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2022-10-06,37.28699826,126.8609672,2023-03-22
B000004085,군서초등학교,초등학교,1947-07-17,공립,본교,운영,경기도 시흥시 정왕동 1175,경기도 시흥시 정왕천로427번길 30 (정왕동.군서초등학교),7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2022-10-06,37.34736139,126.7518122,2023-03-22
B000002009,서울문래초등학교,초등학교,1985-07-10,공립,본교,운영,서울특별시 영등포구 문래동3가 77-7,서울특별시 영등포구 문래로 104 (문래동3가. 문래초등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.51914038,126.8936057,2023-03-22
B000007888,화개초등학교,초등학교,1928-09-13,공립,본교,운영,경상남도 하동군 화개면 삼신리 594-2,경상남도 하동군 화개면 화개로 139 . 화개초등학교 (화개면. 화개초등학교),9010000,경상남도교육청,9181000,경상남도하동교육지원청,2013-11-29,2022-10-06,35.19950196,127.6283873,2023-03-22
B000005629,남포초등학교,초등학교,1924-04-17,공립,본교,운영,충청남도 보령시 남포면 읍내리 360-1,충청남도 보령시 남포면 읍성향교길 21 . 남포초등학교 (남포면. 남포초등학교),8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2022-10-06,36.30505159,126.6095589,2023-03-22
B000006326,금과초등학교,초등학교,1924-04-21,공립,본교,운영,전라북도 순창군 금과면 매우리 145,전라북도 순창군 금과면 신매우1길 11 . 금과초등학교 (금과면),8320000,전라북도교육청,8441000,전라북도순창교육지원청,2013-11-29,2022-10-06,35.33996644,127.0871534,2023-03-22
B000006239,용지초등학교,초등학교,1928-06-10,공립,본교,운영,전라북도 김제시 용지면 구암리 708-9,전라북도 김제시 용지면 용지로 462 (용지면. 용지초등학교),8320000,전라북도교육청,8381000,전라북도김제교육지원청,2013-11-29,2022-10-06,35.85413529,126.9586371,2023-03-22
B000024666,무봉초등학교,초등학교,2015-03-01,공립,본교,운영,경기도 화성시 청계동 549,경기도 화성시 동탄청계로 303-34 (청계동),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2022-10-06,37.20298743,127.1168058,2023-03-22
B000024291,아름초등학교,초등학교,2014-03-01,공립,본교,운영,세종특별자치시 아름동 1275,세종특별자치시 달빛로 174 (아름동),9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2022-10-06,36.51458919,127.251658,2023-03-22
B000003496,병영초등학교,초등학교,1919-05-20,공립,본교,운영,울산광역시 중구 서동 311,울산광역시 중구 병영성13길 2 (서동. 병영초등학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2022-10-06,35.57499028,129.3454467,2023-03-22
B000004795,상천초등학교,초등학교,1945-05-25,공립,본교,운영,경기도 가평군 청평면 상천리 1338,경기도 가평군 청평면 상천역로19번길 38 (청평면.상천초등학교),7530000,경기도교육청,7721000,경기도가평교육지원청,2013-11-29,2022-10-06,37.77011441,127.4560853,2023-03-22
B000003431,대전가장초등학교,초등학교,1983-12-13,공립,본교,운영,대전광역시 서구 가장동 25-1,대전광역시 서구 가장로 150 (가장동. 대전가장초등학교),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.3306395,127.3878689,2023-03-22
B000002501,부암초등학교,초등학교,1972-03-01,공립,본교,운영,부산광역시 부산진구 부암동 275,부산광역시 부산진구 신천대로263번길 26 (부암동.부암초등학교),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2022-10-06,35.16499117,129.048779,2023-03-22
B000007385,동명동부초등학교,초등학교,1943-05-10,공립,본교,운영,경상북도 칠곡군 동명면 기성리 232-1,경상북도 칠곡군 동명면 한티로 562 (동명면.동명동부초등학교),8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2022-10-06,36.00618566,128.5929951,2023-03-22
B000005533,천안와촌초등학교,초등학교,2005-03-01,공립,본교,운영,충청남도 천안시 서북구 와촌동 174,충청남도 천안시 서북구 와촌4길 16 (와촌동.천안와촌초등학교),8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2022-10-06,36.80596681,127.1449912,2023-03-22
B000002431,영훈초등학교,초등학교,1965-09-25,사립,본교,운영,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19 . 영훈학교 (미아동),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.61468187,127.0280933,2023-03-22
B000006515,해룡초등학교,초등학교,1927-04-23,공립,본교,운영,전라남도 순천시 해룡면 월전리 389-1,전라남도 순천시 해룡면 해룡로 1119 (해룡면. 해룡초등학교),8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2022-10-06,34.91265972,127.5355029,2023-03-22
B000005605,마곡초등학교,초등학교,1947-11-15,공립,본교,운영,충청남도 공주시 사곡면 운암리 459,충청남도 공주시 사곡면 운정길 29-10 (사곡면),8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2022-10-06,36.55895547,127.0177427,2023-03-22
B000003487,대전어은초등학교,초등학교,1993-03-01,공립,본교,운영,대전광역시 유성구 어은동 98,대전광역시 유성구 농대로 46 (어은동),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.36480834,127.3542775,2023-03-22
B000007244,부림초등학교,초등학교,1945-04-20,공립,본교,운영,경상북도 경산시 진량읍 부기리 155,경상북도 경산시 진량읍 문천길 24 (진량읍),8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2022-10-06,35.89819117,128.8254479,2023-03-22
B000007539,하북초등학교,초등학교,1946-05-20,공립,본교,운영,경상남도 창원시 마산합포구 진북면 지산리 79-1,경상남도 창원시 마산합포구 진북면 지산5길 36 . 하북초등학교 (진북면. 하북초등학교),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2022-10-06,35.11618318,128.4697599,2023-03-22
B000027429,능평초등학교,초등학교,2023-03-01,공립,본교,운영,경기도 광주시 오포읍 능평리 320-33,경기도 광주시 창뜰아랫길 14-3,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2023-03-15,37.34888072,127.1666655,2023-03-22
B000004902,신림초등학교,초등학교,1925-09-24,공립,본교,운영,강원도 원주시 신림면 신림리 512-2,강원도 원주시 신림면 치악로 34 . 신림초등학교 (신림면),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2022-10-06,37.23168474,128.0776297,2023-03-22
B000002705,상당초등학교,초등학교,1997-03-01,공립,본교,운영,부산광역시 해운대구 좌동 1405,부산광역시 해운대구 세실로 173 (좌동. 상당초등학교),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2022-10-06,35.17965572,129.1760308,2023-03-22
B000004062,의왕부곡초등학교,초등학교,1945-11-16,공립,본교,운영,경기도 의왕시 삼동 158-3,경기도 의왕시 철도박물관로 143 (삼동. 부곡초등학교),7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2022-10-06,37.31630748,126.9494753,2023-03-22
B000003810,고리울초등학교,초등학교,2005-03-01,공립,본교,운영,경기도 부천시 고강동 325-4,경기도 부천시 고리울로 93 (고강동. 고리울초등학교),7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2022-10-06,37.52724793,126.8271472,2023-03-22
B000006039,군산용문초등학교,초등학교,2002-03-01,공립,본교,운영,전라북도 군산시 미룡동 898-8,전라북도 군산시 미룡로 32-8 (미룡동. 용문초등학교),8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2022-10-06,35.94228639,126.6886769,2023-03-22
B000002340,서울신봉초등학교,초등학교,1981-11-04,공립,본교,운영,서울특별시 관악구 봉천동 458,서울특별시 관악구 양녕로6나길 1 (봉천동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.48557635,126.9493909,2023-03-22
B000005520,천안신촌초등학교,초등학교,2000-11-09,공립,본교,운영,충청남도 천안시 동남구 신방동 768-1,충청남도 천안시 동남구 신촌4로 9 . 천안신촌초등학교 (신방동. 신촌초등학교),8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2022-10-06,36.7874511,127.1236054,2023-03-22
B000003254,광주동초등학교충효분교장,초등학교,2002-09-01,공립,분교,운영,광주광역시 북구 충효동 529-2,광주광역시 북구 충효샘길 14-30 (충효동),7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2022-10-06,35.18114937,127.0021113,2023-03-22
B000006647,회천초등학교,초등학교,1923-09-01,공립,본교,운영,전라남도 보성군 회천면 율포리 278,전라남도 보성군 회천면 남부관광로 2343 . 회천초등학교 (회천면),8490000,전라남도교육청,8601000,전라남도보성교육지원청,2013-11-29,2022-10-06,34.67280083,127.0850726,2023-03-22
B000007859,거류초등학교,초등학교,1926-04-22,공립,본교,운영,경상남도 고성군 거류면 당동리 66,경상남도 고성군 거류면 거류로 693-14 (거류면),9010000,경상남도교육청,9161000,경상남도고성교육지원청,2013-11-29,2022-10-06,34.99396254,128.404439,2023-03-22
B000003814,부천덕산초등학교,초등학교,1988-11-25,공립,본교,운영,경기도 부천시 오정동 113-2,경기도 부천시 오정로252번길 91 (오정동. 덕산초등학교),7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2022-10-06,37.52986362,126.7907569,2023-03-22
B000005722,제원초등학교,초등학교,1917-04-01,공립,본교,운영,충청남도 금산군 제원면 제원리 200,충청남도 금산군 제원면 제원3길 11 (제원면),8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2022-10-06,36.11320959,127.5450354,2023-03-22
B000003410,대전석봉초등학교,초등학교,1997-03-01,공립,본교,운영,대전광역시 대덕구 신탄진동 163-2,대전광역시 대덕구 신탄진남로 20 . 대전석봉초등학교 (신탄진동. 대전석봉초등학교),7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2022-10-06,36.44700334,127.4344058,2023-03-22
B000006232,청운초등학교,초등학교,1943-04-19,공립,본교,운영,전라북도 김제시 금구면 청운리 198,전라북도 김제시 금구면 황토로 168-30 (금구면. 청운초등학교),8320000,전라북도교육청,8381000,전라북도김제교육지원청,2013-11-29,2022-10-06,35.81054766,126.9826412,2023-03-22
B000002362,서울용답초등학교,초등학교,1983-04-20,공립,본교,운영,서울특별시 성동구 용답동 29,서울특별시 성동구 용답25길 1 (용답동. 용답초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.56073011,127.0537608,2023-03-22
B000002939,대구동곡초등학교,초등학교,1940-08-20,공립,본교,운영,대구광역시 달성군 하빈면 동곡리 142,대구광역시 달성군 하빈면 달구벌대로55길 104-4 (하빈면),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2022-10-06,35.87936389,128.4173532,2023-03-22
B000006387,목포서부초등학교,초등학교,1938-09-01,공립,본교,운영,전라남도 목포시 죽교동 582-108,전라남도 목포시 원산로 27 (산정동. 목포서부초등학교),8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2022-10-06,34.8036042,126.3721384,2023-03-22
B000001955,서울고원초등학교,초등학교,2004-03-01,공립,본교,운영,서울특별시 구로구 고척동 66-26,서울특별시 구로구 경인로46길 13 (고척동. 서울고원초등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.49761122,126.8657993,2023-03-22
B000007984,노형초등학교,초등학교,1945-04-10,공립,본교,운영,제주특별자치도 제주시 노형동 2610-1,제주특별자치도 제주시 노형로 383 (노형동),9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2022-10-06,33.48488083,126.4765606,2023-03-22
B000003491,옥성초등학교,초등학교,1978-03-02,공립,본교,운영,울산광역시 중구 학성동 180-1,울산광역시 중구 옥교11길 50 (학성동.옥성초등학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2022-10-06,35.5529807,129.3345835,2023-03-22
B000024670,아인초등학교,초등학교,2015-03-01,공립,본교,운영,경기도 화성시 청계동 515,경기도 화성시 동탄대로시범길 219 (청계동),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2022-10-06,37.20083859,127.1052936,2023-03-22
B000006154,정읍수성초등학교,초등학교,1995-09-01,공립,본교,운영,전라북도 정읍시 수성동 917-3,전라북도 정읍시 수성3로 21 (수성동. 정읍수성초등학교),8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2022-10-06,35.58437716,126.857349,2023-03-22
B000005682,도고초등학교,초등학교,1930-12-17,공립,본교,운영,충청남도 아산시 도고면 시전리 200,충청남도 아산시 도고면 도고산로 598 (도고면. 도고초등학교),8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2022-10-06,36.74654967,126.8988007,2023-03-22
B000022997,논산내동초등학교,초등학교,2004-03-01,공립,본교,운영,충청남도 논산시 내동 162-1,충청남도 논산시 중앙로 192 . 논산내동초등학교 (내동),8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2022-10-06,36.18600923,127.1040798,2023-03-22
B000004343,통진초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 김포시 통진읍 서암리 1108,경기도 김포시 통진읍 조강로 116 (통진읍),7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2022-10-06,37.69388578,126.5944372,2023-03-22
B000007687,대청초등학교,초등학교,2005-03-01,공립,본교,운영,경상남도 김해시 대청동 319-3,경상남도 김해시 반룡로 53 . 대청초등학교 (대청동),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2022-10-06,35.18899726,128.8033321,2023-03-22
B000002178,서울성일초등학교,초등학교,1983-10-06,공립,본교,운영,서울특별시 강동구 성내동 531,서울특별시 강동구 성내로15길 33 . 서울성일초등학교 (성내동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.52970924,127.1284083,2023-03-22
B000004385,설성초등학교,초등학교,1920-09-13,공립,본교,운영,경기도 이천시 설성면 행죽리 78-1,경기도 이천시 설성면 진상미로264번길 21-165 (설성면.설성초등학교),7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2022-10-06,37.11011075,127.537424,2023-03-22
B000005637,청라초등학교,초등학교,1923-05-10,공립,본교,운영,충청남도 보령시 청라면 나원리 916,충청남도 보령시 청라면 원모루길 205 (청라면),8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2022-10-06,36.39065311,126.6730505,2023-03-22
B000005068,창림초등학교,초등학교,1942-07-10,공립,본교,운영,강원도 횡성군 횡성읍 추동리 3-4,강원도 횡성군 횡성읍 한우로 789 (횡성읍. 창림초등학교),7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2022-10-06,37.49569333,128.0360069,2023-03-22
B000026553,한울초등학교,초등학교,2016-09-01,공립,본교,운영,충청남도 홍성군 홍북읍 신경리 1206,충청남도 홍성군 홍북읍 홍학로 131 . 한울초등학교 (홍북읍. 한울초등학교),8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2022-10-06,36.64526724,126.6800434,2023-03-22
B000005210,기린초등학교,초등학교,1923-06-01,공립,본교,운영,강원도 인제군 기린면 현리 433-1,강원도 인제군 기린면 기린로 76 (기린면. 기린초등학교),7800000,강원도교육청,7961000,강원도인제교육지원청,2013-11-29,2022-10-06,37.95832485,128.3194073,2023-03-22
B000003122,인천계양초등학교,초등학교,1932-12-03,공립,본교,운영,인천광역시 계양구 장기동 134,인천광역시 계양구 장제로 1288 (장기동. 인천계양초등학교),7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2022-10-06,37.57922129,126.7336487,2023-03-22
B000004261,소하초등학교,초등학교,1997-05-01,공립,본교,운영,경기도 광명시 소하동 1328,경기도 광명시 소하일로 45 (소하동),7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2022-10-06,37.44927566,126.8873732,2023-03-22
B000007942,남상초등학교,초등학교,1923-10-15,공립,본교,운영,경상남도 거창군 남상면 무촌리 589-4,경상남도 거창군 남상면 인평길 21 (남상면. 남상초등학교),9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2022-10-06,35.64501258,127.9105881,2023-03-22
B000003432,대전봉산초등학교,초등학교,1981-11-02,공립,본교,운영,대전광역시 서구 갈마동 389,대전광역시 서구 신갈마로141번길 45 . 대전봉산초등학교 (갈마동),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.34527951,127.3652655,2023-03-22
B000025810,천안성성초등학교,초등학교,2018-03-01,공립,본교,운영,충청남도 천안시 서북구 성성동 698,충청남도 천안시 서북구 성성10길 77 (성성동),8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2022-10-06,36.84095925,127.1359299,2023-03-22
B000004912,초당초등학교,초등학교,1992-06-05,공립,본교,운영,강원도 강릉시 초당동 산16,강원도 강릉시 연당길 35-11 . 초당초등학교 (초당동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2022-10-06,37.78168439,128.913111,2023-03-22
B000007607,도산초등학교,초등학교,1928-09-07,공립,본교,운영,경상남도 통영시 도산면 법송리 1124-1,경상남도 통영시 도산면 도산일주로 25 (도산면. 도산초등학교),9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2022-10-06,34.90216809,128.3614704,2023-03-22
B000005621,대창초등학교,초등학교,1967-04-21,공립,본교,운영,충청남도 보령시 웅천읍 대창리 181,충청남도 보령시 웅천읍 방축길 90-43 (웅천읍. 대창초등학고),8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2022-10-06,36.23189462,126.6060206,2023-03-22
B000024278,옥동초등학교,초등학교,1922-12-22,공립,본교,운영,충청북도 진천군 덕산읍 두촌리 2505,충청북도 진천군 덕산읍 예지로 43 (덕산읍. 옥동초등학교),8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2022-10-06,36.90351811,127.5289119,2023-03-22
B000004342,서암초등학교,초등학교,1949-04-01,공립,본교,운영,경기도 김포시 통진읍 서암리 412,경기도 김포시 통진읍 서암로184번길 9 (통진읍. 서암초등학교),7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2022-10-06,37.69999628,126.6052043,2023-03-22
B000006389,목포서해초등학교,초등학교,2003-03-01,공립,본교,운영,전라남도 목포시 연산동 1271,전라남도 목포시 연산로 148 . 목포서해초등학교 (연산동),8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2022-10-06,34.81046663,126.3811008,2023-03-22
B000003463,대전장대초등학교,초등학교,2002-05-01,공립,본교,운영,대전광역시 유성구 장대동 348,대전광역시 유성구 문화원로19번길 16 (장대동),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.36192355,127.3396123,2023-03-22
B000005988,전주신성초등학교,초등학교,1994-12-01,공립,본교,운영,전라북도 전주시 완산구 평화동2가 229,전라북도 전주시 완산구 평화8길 16-36 . 전주신성초등학교 (평화동2가),8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2022-10-06,35.7898653,127.1338498,2023-03-22
B000005203,용대초등학교,초등학교,1956-04-01,공립,본교,운영,강원도 인제군 북면 용대리 1025-1,강원도 인제군 북면 미시령로 1031 . 용대초등학교 (북면),7800000,강원도교육청,7961000,강원도인제교육지원청,2013-11-29,2022-10-06,38.19559876,128.329394,2023-03-22
B000004868,명륜초등학교,초등학교,1955-06-05,공립,본교,운영,강원도 원주시 개운동 389,강원도 원주시 행구로 25 (개운동),7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2022-10-06,37.34202301,127.9592728,2023-03-22
B000024167,성남화랑초등학교,초등학교,2013-09-12,공립,본교,운영,경기도 성남시 분당구 백현동 547,경기도 성남시 분당구 동판교로 77 (백현동),7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2022-10-06,37.39022385,127.1158892,2023-03-22
B000002382,서울중마초등학교,초등학교,1982-11-10,공립,본교,운영,서울특별시 광진구 중곡동 191-69,서울특별시 광진구 동일로72길 43 (중곡동. 서울중마초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.56579084,127.0790239,2023-03-22
B000023745,가내초등학교,초등학교,2017-10-23,공립,본교,운영,경기도 평택시 죽백동 738,경기도 평택시 비전2로 265 (죽백동. 가내초등학교),7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2022-10-06,37.00669873,127.1143615,2023-03-22
B000007654,김해신명초등학교,초등학교,2005-09-01,공립,본교,운영,경상남도 김해시 삼계동 1411-4,경상남도 김해시 가야로 31 (삼계동),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2022-10-06,35.27091324,128.864408,2023-03-22
B000024296,새움초등학교,초등학교,2018-03-01,공립,본교,운영,세종특별자치시 다정동 363-172,세종특별자치시 다정남로 93 . 새움초등학교 (다정동. 새움초등학교),9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2022-10-06,36.4941378,127.251545,2023-03-22
B000024298,새뜸초등학교,초등학교,2017-03-01,공립,본교,운영,세종특별자치시 새롬동 산75,세종특별자치시 새롬남로 75 . 새뜸초등학교 (새롬동),9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2022-10-06,36.4856388,127.2527453,2023-03-22
B000002320,서울상도초등학교,초등학교,1967-03-11,공립,본교,운영,서울특별시 동작구 상도동 238-2,서울특별시 동작구 성대로21길 62 (상도동.상도초등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.50034777,126.9372288,2023-03-22
B000007664,김해활천초등학교,초등학교,1945-05-20,공립,본교,운영,경상남도 김해시 지내동 297-5,경상남도 김해시 삼안로24번길 7 (지내동. 김해활천초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2022-10-06,35.23181885,128.9194783,2023-03-22
B000002059,서울당현초등학교,초등학교,1988-02-09,공립,본교,운영,서울특별시 노원구 상계동 742,서울특별시 노원구 동일로213길 52 . 서울당현초등학교 (상계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.64826016,127.0582136,2023-03-22
B000003241,광주서산초등학교,초등학교,1965-09-20,공립,본교,운영,광주광역시 북구 오치동 945-1,광주광역시 북구 우치로 263 (오치동),7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2022-10-06,35.189162,126.9043599,2023-03-22
B000004340,마송중앙초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 김포시 통진읍 마송리 499,경기도 김포시 통진읍 마송1로 140 . 마송중앙초등학교 (통진읍),7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2022-10-06,37.68935513,126.5936743,2023-03-22
B000027200,하랑초등학교,초등학교,2021-03-01,공립,본교,운영,경기도 남양주시 호평동 125-8,경기도 남양주시 백봉로 92 . 하랑초중학교 (호평동),7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2022-10-06,37.65003598,127.2552349,2023-03-22
B000006394,목포상동초등학교,초등학교,1991-09-15,공립,본교,운영,전라남도 목포시 상동 364,전라남도 목포시 상동로21번길 73 . 목포상동초등학교 (상동. 목포상동초등학교),8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2022-10-06,34.8139865,126.4113702,2023-03-22
B000003565,월계초등학교,초등학교,2004-03-01,공립,본교,운영,울산광역시 남구 무거동 488-11,울산광역시 남구 옥현로 12 (무거동.월계초등학교),7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2022-10-06,35.53866731,129.2580704,2023-03-22
B000005179,풍산초등학교,초등학교,1941-06-05,공립,본교,운영,강원도 화천군 화천읍 풍산리 764-5,강원도 화천군 화천읍 평화로 1284 (화천읍),7800000,강원도교육청,7941000,강원도화천교육지원청,2013-11-29,2022-10-06,38.14775096,127.7414389,2023-03-22
B000025326,백성초등학교,초등학교,1946-03-06,공립,본교,운영,경기도 안성시 옥산동 566,경기도 안성시 아양3로 41 (옥산동),7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2022-10-06,37.00547351,127.2519747,2023-03-22
B000007253,계당초등학교,초등학교,1960-04-01,공립,본교,운영,경상북도 경산시 와촌면 계당리 1468,경상북도 경산시 와촌면 계당길 27 (와촌면. 계당초등학교),8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2022-10-06,35.9284247,128.8513378,2023-03-22
B000002176,서울상일초등학교,초등학교,1921-10-02,공립,본교,운영,서울특별시 강동구 상일동 325-1,서울특별시 강동구 천호대로 1477 (상일동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.54757217,127.1726635,2023-03-22
B000024092,기성초등학교길헌분교장,초등학교,1964-10-01,공립,분교,운영,대전광역시 서구 평촌동 297,대전광역시 서구 당고개길 48 (평촌동. 기성초등학교 길헌분교장),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.24171224,127.3163418,2023-03-22
B000004358,이천송정초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 이천시 송정동 375-23,경기도 이천시 영창로45번길 165 (송정동. 이천송정초등학교),7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2022-10-06,37.29416287,127.4333897,2023-03-22
B000007663,신어초등학교,초등학교,1993-03-01,공립,본교,운영,경상남도 김해시 삼방동 200,경상남도 김해시 활천로 303 (삼방동. 신어초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2022-10-06,35.24421072,128.9119003,2023-03-22
B000007766,동부초등학교율포분교장,초등학교,1946-09-13,공립,분교,운영,경상남도 거제시 동부면 율포리 628-1,경상남도 거제시 동부면 율포4길 1 (동부면. 동부초등학교율포분교),9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2022-10-06,34.77918062,128.5939535,2023-03-22
B000005219,거진초등학교,초등학교,1928-04-01,공립,본교,운영,강원도 고성군 거진읍 자산리 72,강원도 고성군 거진읍 자산길 19 . 거진초등학교 (거진읍. 거진초등학교),7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2022-10-06,38.43847289,128.4448362,2023-03-22
